date_2,gid,team_slug_1,fg_1,fga_1,fg%_1,3p_1,3pa_1,3p%_1,ft_1,fta_1,ft%_1,orb_1,drb_1,trb_1,ast_1,stl_1,blk_1,tov_1,pf_1,pts_1,home_1,betting_line_1,team_slug_2,fg_2,fga_2,fg%_2,3p_2,3pa_2,3p%_2,ft_2,fta_2,ft%_2,orb_2,drb_2,trb_2,ast_2,stl_2,blk_2,tov_2,pf_2,pts_2,home_2,betting_line_2,off_rating_1,off_rating_2,over_under
2017-11-07,201711070IND,IND,44,93,0.473,9,24,0.375,15,18,0.833,11,30,41,19,4,4,10,21,112,1,1.5,NOP,44,87,0.506,14,35,0.4,15,22,0.682,11,32,43,23,6,5,12,18,117,0,-1.5,116.52,121.72,218.5
2017-11-07,201711070IND,NOP,44,87,0.506,14,35,0.4,15,22,0.682,11,32,43,23,6,5,12,18,117,0,-1.5,IND,44,93,0.473,9,24,0.375,15,18,0.833,11,30,41,19,4,4,10,21,112,1,1.5,121.72,116.52,218.5
2017-11-15,201711150MEM,IND,43,85,0.506,12,24,0.5,18,20,0.9,5,31,36,29,6,6,12,17,116,0,3.0,MEM,44,86,0.512,8,32,0.25,17,22,0.773,11,32,43,29,5,10,14,19,113,1,-3.0,118.39,115.33,203.5
2017-11-15,201711150MEM,MEM,44,86,0.512,8,32,0.25,17,22,0.773,11,32,43,29,5,10,14,19,113,1,-3.0,IND,43,85,0.506,12,24,0.5,18,20,0.9,5,31,36,29,6,6,12,17,116,0,3.0,115.33,118.39,203.5
2017-11-19,201711190MIA,IND,51,85,0.6,11,23,0.478,7,8,0.875,9,33,42,33,9,7,12,14,120,0,5.5,MIA,35,83,0.422,13,37,0.351,12,14,0.857,10,25,35,21,8,2,14,11,95,1,-5.5,132.43,104.84,208.5
2017-11-19,201711190MIA,MIA,35,83,0.422,13,37,0.351,12,14,0.857,10,25,35,21,8,2,14,11,95,1,-5.5,IND,51,85,0.6,11,23,0.478,7,8,0.875,9,33,42,33,9,7,12,14,120,0,5.5,104.84,132.43,208.5
2017-11-20,201711200ORL,IND,37,89,0.416,8,20,0.4,23,29,0.793,8,40,48,25,17,4,12,25,105,0,3.5,ORL,35,84,0.417,13,38,0.342,14,23,0.609,11,39,50,23,6,7,22,20,97,1,-3.5,101.44,93.71,218.5
2017-11-20,201711200ORL,ORL,35,84,0.417,13,38,0.342,14,23,0.609,11,39,50,23,6,7,22,20,97,1,-3.5,IND,37,89,0.416,8,20,0.4,23,29,0.793,8,40,48,25,17,4,12,25,105,0,3.5,93.71,101.44,218.5
2017-11-24,201711240IND,IND,38,83,0.458,11,26,0.423,20,27,0.741,10,31,41,19,10,3,16,18,107,1,2.0,TOR,40,81,0.494,9,30,0.3,15,20,0.75,7,35,42,17,14,4,18,20,104,0,-2.0,108.07,105.04,216.5
2017-11-24,201711240IND,TOR,40,81,0.494,9,30,0.3,15,20,0.75,7,35,42,17,14,4,18,20,104,0,-2.0,IND,38,83,0.458,11,26,0.423,20,27,0.741,10,31,41,19,10,3,16,18,107,1,2.0,105.04,108.07,216.5
2017-11-27,201711270IND,IND,42,79,0.532,15,26,0.577,22,26,0.846,8,35,43,25,7,8,14,18,121,1,-4.5,ORL,40,92,0.435,16,41,0.39,13,16,0.813,10,25,35,22,4,9,14,23,109,0,4.5,124.85,112.47,219.0
2017-11-27,201711270IND,ORL,40,92,0.435,16,41,0.39,13,16,0.813,10,25,35,22,4,9,14,23,109,0,4.5,IND,42,79,0.532,15,26,0.577,22,26,0.846,8,35,43,25,7,8,14,18,121,1,-4.5,112.47,124.85,219.0
2017-12-01,201712010TOR,IND,45,102,0.441,8,26,0.308,17,22,0.773,15,31,46,21,7,5,10,17,115,0,7.0,TOR,48,97,0.495,10,32,0.313,14,21,0.667,12,35,47,29,6,8,12,18,120,1,-7.0,112.05,116.92,217.5
2017-12-01,201712010TOR,TOR,48,97,0.495,10,32,0.313,14,21,0.667,12,35,47,29,6,8,12,18,120,1,-7.0,IND,45,102,0.441,8,26,0.308,17,22,0.773,15,31,46,21,7,5,10,17,115,0,7.0,116.92,112.05,217.5
2017-12-04,201712040IND,IND,46,86,0.535,11,26,0.423,12,15,0.8,7,37,44,28,10,5,16,20,115,1,-11.0,NYK,40,91,0.44,6,23,0.261,11,16,0.688,15,28,43,26,4,2,17,15,97,0,11.0,116.1,97.93,211.5
2017-12-04,201712040IND,NYK,40,91,0.44,6,23,0.261,11,16,0.688,15,28,43,26,4,2,17,15,97,0,11.0,IND,46,86,0.535,11,26,0.423,12,15,0.8,7,37,44,28,10,5,16,20,115,1,-11.0,97.93,116.1,211.5
2017-12-13,201712130IND,IND,40,89,0.449,11,31,0.355,4,6,0.667,11,31,42,18,11,7,13,21,95,1,1.0,OKC,36,88,0.409,13,29,0.448,15,24,0.625,17,35,52,26,10,6,13,12,100,0,-1.0,103.96,109.44,213.0
2017-12-13,201712130IND,OKC,36,88,0.409,13,29,0.448,15,24,0.625,17,35,52,26,10,6,13,12,100,0,-1.0,IND,40,89,0.449,11,31,0.355,4,6,0.667,11,31,42,18,11,7,13,21,95,1,1.0,109.44,103.96,213.0
2017-12-31,201712310IND,IND,33,85,0.388,10,25,0.4,14,18,0.778,13,30,43,20,3,5,16,18,90,1,3.0,MIN,41,86,0.477,4,19,0.211,21,25,0.84,13,31,44,20,11,8,7,20,107,0,-3.0,99.89,118.75,208.5
2017-12-31,201712310IND,MIN,41,86,0.477,4,19,0.211,21,25,0.84,13,31,44,20,11,8,7,20,107,0,-3.0,IND,33,85,0.388,10,25,0.4,14,18,0.778,13,30,43,20,3,5,16,18,90,1,3.0,118.75,99.89,208.5
2018-01-03,201801030MIL,IND,41,84,0.488,3,15,0.2,16,19,0.842,8,22,30,24,7,2,14,20,101,0,7.5,MIL,44,75,0.587,9,17,0.529,25,28,0.893,6,28,34,33,8,5,16,23,122,1,-7.5,106.05,128.11,209.0
2018-01-03,201801030MIL,MIL,44,75,0.587,9,17,0.529,25,28,0.893,6,28,34,33,8,5,16,23,122,1,-7.5,IND,41,84,0.488,3,15,0.2,16,19,0.842,8,22,30,24,7,2,14,20,101,0,7.5,128.11,106.05,209.0
2018-01-08,201801080IND,IND,44,79,0.557,7,22,0.318,14,20,0.7,8,32,40,30,9,5,16,23,109,1,-1.5,MIL,34,74,0.459,7,27,0.259,21,27,0.778,5,29,34,18,11,4,17,24,96,0,1.5,114.18,100.57,215.5
2018-01-08,201801080IND,MIL,34,74,0.459,7,27,0.259,21,27,0.778,5,29,34,18,11,4,17,24,96,0,1.5,IND,44,79,0.557,7,22,0.318,14,20,0.7,8,32,40,30,9,5,16,23,109,1,-1.5,100.57,114.18,215.5
2018-01-10,201801100IND,IND,43,87,0.494,1,18,0.056,19,29,0.655,12,33,45,13,7,3,14,23,106,1,-4.5,MIA,43,81,0.531,13,30,0.433,15,21,0.714,6,31,37,25,6,6,15,25,114,0,4.5,107.28,115.38,202.5
2018-01-10,201801100IND,MIA,43,81,0.531,13,30,0.433,15,21,0.714,6,31,37,25,6,6,15,25,114,0,4.5,IND,43,87,0.494,1,18,0.056,19,29,0.655,12,33,45,13,7,3,14,23,106,1,-4.5,115.38,107.28,202.5
2018-01-14,201801140PHO,IND,48,88,0.545,11,23,0.478,13,14,0.929,8,34,42,20,9,1,6,22,120,0,-3.5,PHO,35,85,0.412,9,37,0.243,18,24,0.75,14,31,45,20,2,1,12,16,97,1,3.5,132.0,106.7,220.0
2018-01-14,201801140PHO,PHO,35,85,0.412,9,37,0.243,18,24,0.75,14,31,45,20,2,1,12,16,97,1,3.5,IND,48,88,0.545,11,23,0.478,13,14,0.929,8,34,42,20,9,1,6,22,120,0,-3.5,106.7,132.0,220.0
2018-01-15,201801150UTA,IND,41,77,0.532,14,26,0.538,13,15,0.867,8,35,43,26,7,2,14,18,109,0,5.0,UTA,36,81,0.444,9,33,0.273,13,17,0.765,9,29,38,11,11,7,13,12,94,1,-5.0,121.37,104.66,207.5
2018-01-15,201801150UTA,UTA,36,81,0.444,9,33,0.273,13,17,0.765,9,29,38,11,11,7,13,12,94,1,-5.0,IND,41,77,0.532,14,26,0.538,13,15,0.867,8,35,43,26,7,2,14,18,109,0,5.0,104.66,121.37,207.5
2018-01-18,201801180POR,IND,36,91,0.396,7,26,0.269,7,13,0.538,10,36,46,17,4,4,8,16,86,0,4.5,POR,37,94,0.394,10,32,0.313,16,16,1.0,14,43,57,17,6,7,11,11,100,1,-4.5,91.77,106.71,214.0
2018-01-18,201801180POR,POR,37,94,0.394,10,32,0.313,16,16,1.0,14,43,57,17,6,7,11,11,100,1,-4.5,IND,36,91,0.396,7,26,0.269,7,13,0.538,10,36,46,17,4,4,8,16,86,0,4.5,106.71,91.77,214.0
2018-01-19,201801190LAL,IND,37,97,0.381,2,25,0.08,10,13,0.769,12,32,44,15,9,4,9,18,86,0,-2.0,LAL,44,80,0.55,9,28,0.321,2,14,0.143,6,41,47,26,7,6,14,17,99,1,2.0,90.44,104.11,214.0
2018-01-19,201801190LAL,LAL,44,80,0.55,9,28,0.321,2,14,0.143,6,41,47,26,7,6,14,17,99,1,2.0,IND,37,97,0.381,2,25,0.08,10,13,0.769,12,32,44,15,9,4,9,18,86,0,-2.0,104.11,90.44,214.0
2018-01-21,201801210SAS,IND,37,84,0.44,4,19,0.211,16,17,0.941,7,34,41,14,14,1,10,15,94,0,6.0,SAS,35,82,0.427,9,34,0.265,7,12,0.583,10,36,46,24,8,10,20,14,86,1,-6.0,100.01,91.5,200.5
2018-01-21,201801210SAS,SAS,35,82,0.427,9,34,0.265,7,12,0.583,10,36,46,24,8,10,20,14,86,1,-6.0,IND,37,84,0.44,4,19,0.211,16,17,0.941,7,34,41,14,14,1,10,15,94,0,6.0,91.5,100.01,200.5
2018-01-24,201801240IND,IND,45,80,0.563,9,24,0.375,17,25,0.68,3,36,39,32,11,3,12,24,116,1,-6.5,PHO,35,84,0.417,9,35,0.257,22,29,0.759,10,32,42,22,3,2,16,26,101,0,6.5,116.59,101.51,214.0
2018-01-24,201801240IND,PHO,35,84,0.417,9,35,0.257,22,29,0.759,10,32,42,22,3,2,16,26,101,0,6.5,IND,45,80,0.563,9,24,0.375,17,25,0.68,3,36,39,32,11,3,12,24,116,1,-6.5,101.51,116.59,214.0
2018-01-27,201801270IND,IND,47,87,0.54,5,18,0.278,15,19,0.789,9,29,38,25,9,1,9,24,114,1,-6.5,ORL,42,77,0.545,8,25,0.32,20,32,0.625,13,27,40,21,6,7,14,18,112,0,6.5,123.17,121.01,214.0
2018-01-27,201801270IND,ORL,42,77,0.545,8,25,0.32,20,32,0.625,13,27,40,21,6,7,14,18,112,0,6.5,IND,47,87,0.54,5,18,0.278,15,19,0.789,9,29,38,25,9,1,9,24,114,1,-6.5,121.01,123.17,214.0
2018-01-31,201801310IND,IND,37,70,0.529,10,26,0.385,21,31,0.677,8,25,33,20,16,4,14,15,105,1,-9.0,MEM,39,82,0.476,12,26,0.462,11,15,0.733,14,27,41,20,10,1,18,21,101,0,9.0,118.1,113.6,200.5
2018-01-31,201801310IND,MEM,39,82,0.476,12,26,0.462,11,15,0.733,14,27,41,20,10,1,18,21,101,0,9.0,IND,37,70,0.529,10,26,0.385,21,31,0.677,8,25,33,20,16,4,14,15,105,1,-9.0,113.6,118.1,200.5
2018-02-03,201802030IND,IND,35,79,0.443,9,27,0.333,21,25,0.84,6,36,42,25,15,8,13,19,100,1,-1.0,PHI,33,87,0.379,10,32,0.313,16,24,0.667,15,34,49,21,8,2,18,21,92,0,1.0,103.87,95.56,210.5
2018-02-03,201802030IND,PHI,33,87,0.379,10,32,0.313,16,24,0.667,15,34,49,21,8,2,18,21,92,0,1.0,IND,35,79,0.443,9,27,0.333,21,25,0.84,6,36,42,25,15,8,13,19,100,1,-1.0,95.56,103.87,210.5
2018-02-05,201802050IND,IND,37,80,0.463,12,29,0.414,16,25,0.64,8,27,35,19,6,2,16,18,102,1,3.5,WAS,45,82,0.549,7,25,0.28,14,17,0.824,7,36,43,29,8,1,14,23,111,0,-3.5,106.09,115.45,209.5
2018-02-05,201802050IND,WAS,45,82,0.549,7,25,0.28,14,17,0.824,7,36,43,29,8,1,14,23,111,0,-3.5,IND,37,80,0.463,12,29,0.414,16,25,0.64,8,27,35,19,6,2,16,18,102,1,3.5,115.45,106.09,209.5
2018-02-11,201802110IND,IND,47,94,0.5,12,28,0.429,15,22,0.682,16,38,54,27,7,5,13,16,121,1,-7.5,NYK,41,93,0.441,9,35,0.257,22,25,0.88,12,33,45,27,8,3,11,18,113,0,7.5,120.98,112.99,210.0
2018-02-11,201802110IND,NYK,41,93,0.441,9,35,0.257,22,25,0.88,12,33,45,27,8,3,11,18,113,0,7.5,IND,47,94,0.5,12,28,0.429,15,22,0.682,16,38,54,27,7,5,13,16,121,1,-7.5,112.99,120.98,210.0
2018-03-02,201803020MIL,IND,37,83,0.446,6,16,0.375,23,30,0.767,13,35,48,19,12,4,14,23,103,0,3.5,MIL,31,81,0.383,9,25,0.36,25,32,0.781,14,29,43,15,9,13,15,24,96,1,-3.5,110.0,102.52,211.0
2018-03-02,201803020MIL,MIL,31,81,0.383,9,25,0.36,25,32,0.781,14,29,43,15,9,13,15,24,96,1,-3.5,IND,37,83,0.446,6,16,0.375,23,30,0.767,13,35,48,19,12,4,14,23,103,0,3.5,102.52,110.0,211.0
2018-03-04,201803040WAS,IND,34,77,0.442,8,25,0.32,22,24,0.917,11,32,43,11,10,0,16,18,98,0,4.0,WAS,35,83,0.422,10,27,0.37,15,19,0.789,10,32,42,21,9,2,14,21,95,1,-4.0,106.99,103.71,211.0
2018-03-04,201803040WAS,WAS,35,83,0.422,10,27,0.37,15,19,0.789,10,32,42,21,9,2,14,21,95,1,-4.0,IND,34,77,0.442,8,25,0.32,22,24,0.917,11,32,43,11,10,0,16,18,98,0,4.0,103.71,106.99,211.0
2018-03-05,201803050IND,IND,33,77,0.429,10,17,0.588,16,21,0.762,8,29,37,18,13,5,14,15,92,1,-2.5,MIL,34,76,0.447,7,23,0.304,14,16,0.875,8,31,39,15,8,7,16,16,89,0,2.5,103.12,99.76,210.0
2018-03-05,201803050IND,MIL,34,76,0.447,7,23,0.304,14,16,0.875,8,31,39,15,8,7,16,16,89,0,2.5,IND,33,77,0.429,10,17,0.588,16,21,0.762,8,29,37,18,13,5,14,15,92,1,-2.5,99.76,103.12,210.0
2018-03-07,201803070IND,IND,34,88,0.386,3,23,0.13,13,17,0.765,14,31,45,12,9,3,12,17,84,1,1.5,UTA,41,80,0.513,11,31,0.355,11,16,0.688,7,35,42,30,9,5,12,18,104,0,-1.5,92.82,114.91,201.5
2018-03-07,201803070IND,UTA,41,80,0.513,11,31,0.355,11,16,0.688,7,35,42,30,9,5,12,18,104,0,-1.5,IND,34,88,0.386,3,23,0.13,13,17,0.765,14,31,45,12,9,3,12,17,84,1,1.5,114.91,92.82,201.5
2018-03-13,201803130PHI,IND,38,95,0.4,5,24,0.208,20,25,0.8,14,31,45,20,13,2,9,23,101,0,6.0,PHI,35,75,0.467,10,30,0.333,18,22,0.818,7,41,48,24,3,7,21,25,98,1,-6.0,103.38,100.31,212.0
2018-03-13,201803130PHI,PHI,35,75,0.467,10,30,0.333,18,22,0.818,7,41,48,24,3,7,21,25,98,1,-6.0,IND,38,95,0.4,5,24,0.208,20,25,0.8,14,31,45,20,13,2,9,23,101,0,6.0,100.31,103.38,212.0
2018-03-15,201803150IND,IND,40,93,0.43,7,24,0.292,12,17,0.706,11,23,34,17,12,1,8,25,99,1,4.0,TOR,35,79,0.443,12,32,0.375,24,28,0.857,18,39,57,20,4,8,20,19,106,0,-4.0,107.11,114.68,213.0
2018-03-15,201803150IND,TOR,35,79,0.443,12,32,0.375,24,28,0.857,18,39,57,20,4,8,20,19,106,0,-4.0,IND,40,93,0.43,7,24,0.292,12,17,0.706,11,23,34,17,12,1,8,25,99,1,4.0,114.68,107.11,213.0
2018-03-17,201803170WAS,IND,39,86,0.453,12,24,0.5,12,15,0.8,10,28,38,24,6,4,15,18,102,0,4.5,WAS,40,74,0.541,10,20,0.5,19,23,0.826,6,32,38,29,9,2,14,17,109,1,-4.5,109.79,117.33,210.5
2018-03-17,201803170WAS,WAS,40,74,0.541,10,20,0.5,19,23,0.826,6,32,38,29,9,2,14,17,109,1,-4.5,IND,39,86,0.453,12,24,0.5,12,15,0.8,10,28,38,24,6,4,15,18,102,0,4.5,117.33,109.79,210.5
2018-03-19,201803190IND,IND,43,87,0.494,6,21,0.286,18,19,0.947,9,35,44,24,9,8,6,16,110,1,-5.5,LAL,38,86,0.442,8,33,0.242,16,23,0.696,14,33,47,20,4,3,13,18,100,0,5.5,119.54,108.67,219.5
2018-03-19,201803190IND,LAL,38,86,0.442,8,33,0.242,16,23,0.696,14,33,47,20,4,3,13,18,100,0,5.5,IND,43,87,0.494,6,21,0.286,18,19,0.947,9,35,44,24,9,8,6,16,110,1,-5.5,108.67,119.54,219.5
2018-03-21,201803210NOP,IND,34,93,0.366,7,22,0.318,17,18,0.944,15,33,48,15,13,5,14,21,92,0,1.5,NOP,34,79,0.43,8,23,0.348,20,24,0.833,10,40,50,15,4,11,18,19,96,1,-1.5,95.64,99.8,220.5
2018-03-21,201803210NOP,NOP,34,79,0.43,8,23,0.348,20,24,0.833,10,40,50,15,4,11,18,19,96,1,-1.5,IND,34,93,0.366,7,22,0.318,17,18,0.944,15,33,48,15,13,5,14,21,92,0,1.5,99.8,95.64,220.5
2018-03-23,201803230IND,IND,43,93,0.462,11,31,0.355,12,14,0.857,14,28,42,25,6,2,9,16,109,1,-3.5,LAC,42,76,0.553,10,26,0.385,10,14,0.714,5,27,32,24,4,3,14,20,104,0,3.5,121.5,115.93,218.0
2018-03-23,201803230IND,LAC,42,76,0.553,10,26,0.385,10,14,0.714,5,27,32,24,4,3,14,20,104,0,3.5,IND,43,93,0.462,11,31,0.355,12,14,0.857,14,28,42,25,6,2,9,16,109,1,-3.5,115.93,121.5,218.0
2018-03-25,201803250IND,IND,44,90,0.489,8,23,0.348,17,21,0.81,10,41,51,26,12,7,17,17,113,1,-3.0,MIA,41,86,0.477,14,35,0.4,11,14,0.786,7,32,39,32,10,3,17,20,107,0,3.0,110.1,104.26,205.5
2018-03-25,201803250IND,MIA,41,86,0.477,14,35,0.4,11,14,0.786,7,32,39,32,10,3,17,20,107,0,3.0,IND,44,90,0.489,8,23,0.348,17,21,0.81,10,41,51,26,12,7,17,17,113,1,-3.0,104.26,110.1,205.5
2018-03-29,201803290SAC,IND,40,80,0.5,8,26,0.308,18,20,0.9,7,27,34,23,9,4,10,17,106,0,-8.0,SAC,42,78,0.538,13,31,0.419,6,9,0.667,6,26,32,27,3,2,18,24,103,1,8.0,116.79,113.49,204.5
2018-03-29,201803290SAC,SAC,42,78,0.538,13,31,0.419,6,9,0.667,6,26,32,27,3,2,18,24,103,1,8.0,IND,40,80,0.5,8,26,0.308,18,20,0.9,7,27,34,23,9,4,10,17,106,0,-8.0,113.49,116.79,204.5
2018-04-01,201804010LAC,IND,42,86,0.488,11,28,0.393,16,21,0.762,15,25,40,23,8,4,10,12,111,0,3.0,LAC,42,82,0.512,9,25,0.36,11,14,0.786,12,24,36,24,6,6,13,19,104,1,-3.0,128.32,120.22,212.5
2018-04-01,201804010LAC,LAC,42,82,0.512,9,25,0.36,11,14,0.786,12,24,36,24,6,6,13,19,104,1,-3.0,IND,42,86,0.488,11,28,0.393,16,21,0.762,15,25,40,23,8,4,10,12,111,0,3.0,120.22,128.32,212.5
2018-04-06,201804060TOR,IND,26,87,0.299,7,21,0.333,14,20,0.7,12,32,44,16,8,8,12,21,73,0,7.5,TOR,36,84,0.429,9,30,0.3,11,16,0.688,9,43,52,27,9,8,19,17,92,1,-7.5,76.49,96.39,210.0
2018-04-06,201804060TOR,TOR,36,84,0.429,9,30,0.3,11,16,0.688,9,43,52,27,9,8,19,17,92,1,-7.5,IND,26,87,0.299,7,21,0.333,14,20,0.7,12,32,44,16,8,8,12,21,73,0,7.5,96.39,76.49,210.0
2013-10-29,201310290LAL,LAC,41,83,0.494,8,21,0.381,13,23,0.565,10,30,40,27,11,4,16,21,103,0,-9.5,LAL,42,93,0.452,14,29,0.483,18,28,0.643,18,34,52,23,8,6,19,23,116,1,9.5,102.63,115.58,202.5
2013-10-29,201310290LAL,LAL,42,93,0.452,14,29,0.483,18,28,0.643,18,34,52,23,8,6,19,23,116,1,9.5,LAC,41,83,0.494,8,21,0.381,13,23,0.565,10,30,40,27,11,4,16,21,103,0,-9.5,115.58,102.63,202.5
2013-11-01,201311010SAC,LAC,35,70,0.5,12,24,0.5,28,34,0.824,10,29,39,26,4,5,15,29,110,0,-3.5,SAC,36,79,0.456,6,17,0.353,23,32,0.719,10,25,35,21,7,5,9,27,101,1,3.5,124.36,114.19,203.0
2013-11-01,201311010SAC,SAC,36,79,0.456,6,17,0.353,23,32,0.719,10,25,35,21,7,5,9,27,101,1,3.5,LAC,35,70,0.5,12,24,0.5,28,34,0.824,10,29,39,26,4,5,15,29,110,0,-3.5,114.19,124.36,203.0
2013-11-06,201311060ORL,LAC,36,95,0.379,3,19,0.158,15,21,0.714,15,36,51,20,9,5,13,19,90,0,-6.5,ORL,40,82,0.488,5,16,0.313,13,17,0.765,7,44,51,21,7,4,15,17,98,1,6.5,91.45,99.58,207.5
2013-11-06,201311060ORL,ORL,40,82,0.488,5,16,0.313,13,17,0.765,7,44,51,21,7,4,15,17,98,1,6.5,LAC,36,95,0.379,3,19,0.158,15,21,0.714,15,36,51,20,9,5,13,19,90,0,-6.5,99.58,91.45,207.5
2013-11-07,201311070MIA,LAC,36,73,0.493,8,24,0.333,17,21,0.81,9,29,38,22,8,1,17,30,97,0,6.0,MIA,38,71,0.535,5,16,0.313,21,33,0.636,8,22,30,27,6,3,16,23,102,1,-6.0,108.1,113.67,207.0
2013-11-07,201311070MIA,MIA,38,71,0.535,5,16,0.313,21,33,0.636,8,22,30,27,6,3,16,23,102,1,-6.0,LAC,36,73,0.493,8,24,0.333,17,21,0.81,9,29,38,22,8,1,17,30,97,0,6.0,113.67,108.1,207.0
2013-11-11,201311110LAC,LAC,44,80,0.55,4,16,0.25,17,28,0.607,6,37,43,30,9,2,14,17,109,1,-6.5,MIN,40,96,0.417,11,29,0.379,16,18,0.889,16,29,45,27,7,2,12,25,107,0,6.5,111.39,109.35,211.0
2013-11-11,201311110LAC,MIN,40,96,0.417,11,29,0.379,16,18,0.889,16,29,45,27,7,2,12,25,107,0,6.5,LAC,44,80,0.55,4,16,0.25,17,28,0.607,6,37,43,30,9,2,14,17,109,1,-6.5,109.35,111.39,211.0
2013-11-13,201311130LAC,LAC,39,86,0.453,6,28,0.214,27,34,0.794,18,32,50,30,15,4,22,23,111,1,-4.5,OKC,35,75,0.467,6,16,0.375,27,33,0.818,8,27,35,27,12,3,22,29,103,0,4.5,109.29,101.42,209.5
2013-11-13,201311130LAC,OKC,35,75,0.467,6,16,0.375,27,33,0.818,8,27,35,27,12,3,22,29,103,0,4.5,LAC,39,86,0.453,6,28,0.214,27,34,0.794,18,32,50,30,15,4,22,23,111,1,-4.5,101.42,109.29,209.5
2013-11-18,201311180LAC,LAC,34,86,0.395,7,23,0.304,27,32,0.844,16,29,45,20,7,4,11,25,102,1,-8.0,MEM,39,81,0.481,5,12,0.417,23,30,0.767,11,36,47,23,7,5,9,23,106,0,8.0,111.89,116.28,196.5
2013-11-18,201311180LAC,MEM,39,81,0.481,5,12,0.417,23,30,0.767,11,36,47,23,7,5,9,23,106,0,8.0,LAC,34,86,0.395,7,23,0.304,27,32,0.844,16,29,45,20,7,4,11,25,102,1,-8.0,116.28,111.89,196.5
2013-11-20,201311200MIN,LAC,40,81,0.494,12,24,0.5,10,16,0.625,6,37,43,24,8,5,19,25,102,0,2.0,MIN,34,90,0.378,5,22,0.227,25,31,0.806,10,35,45,24,10,2,14,17,98,1,-2.0,100.18,96.25,213.0
2013-11-20,201311200MIN,MIN,34,90,0.378,5,22,0.227,25,31,0.806,10,35,45,24,10,2,14,17,98,1,-2.0,LAC,40,81,0.494,12,24,0.5,10,16,0.625,6,37,43,24,8,5,19,25,102,0,2.0,96.25,100.18,213.0
2013-11-21,201311210OKC,LAC,38,92,0.413,8,28,0.286,7,15,0.467,10,31,41,26,9,2,10,20,91,0,5.5,OKC,41,79,0.519,4,19,0.211,19,29,0.655,9,40,49,25,7,7,17,17,105,1,-5.5,93.38,107.75,212.0
2013-11-21,201311210OKC,OKC,41,79,0.519,4,19,0.211,19,29,0.655,9,40,49,25,7,7,17,17,105,1,-5.5,LAC,38,92,0.413,8,28,0.286,7,15,0.467,10,31,41,26,9,2,10,20,91,0,5.5,107.75,93.38,212.0
2013-11-23,201311230LAC,LAC,33,68,0.485,11,25,0.44,26,45,0.578,5,34,39,22,5,5,17,26,103,1,-10.5,SAC,37,88,0.42,5,17,0.294,23,30,0.767,11,35,46,26,8,4,10,33,102,0,10.5,105.65,104.63,207.5
2013-11-23,201311230LAC,SAC,37,88,0.42,5,17,0.294,23,30,0.767,11,35,46,26,8,4,10,33,102,0,10.5,LAC,33,68,0.485,11,25,0.44,26,45,0.578,5,34,39,22,5,5,17,26,103,1,-10.5,104.63,105.65,207.5
2013-11-27,201311270LAC,LAC,32,74,0.432,6,25,0.24,23,31,0.742,7,35,42,17,8,2,13,17,93,1,-9.5,NYK,32,83,0.386,3,20,0.15,13,15,0.867,12,32,44,20,6,6,14,27,80,0,9.5,103.1,88.69,204.0
2013-11-27,201311270LAC,NYK,32,83,0.386,3,20,0.15,13,15,0.867,12,32,44,20,6,6,14,27,80,0,9.5,LAC,32,74,0.432,6,25,0.24,23,31,0.742,7,35,42,17,8,2,13,17,93,1,-9.5,88.69,103.1,204.0
2013-11-29,201311290SAC,LAC,37,83,0.446,6,20,0.3,24,37,0.649,13,33,46,20,4,9,12,16,104,0,-2.5,SAC,42,91,0.462,6,23,0.261,8,10,0.8,12,32,44,24,4,5,15,33,98,1,2.5,108.56,102.3,203.0
2013-11-29,201311290SAC,SAC,42,91,0.462,6,23,0.261,8,10,0.8,12,32,44,24,4,5,15,33,98,1,2.5,LAC,37,83,0.446,6,20,0.3,24,37,0.649,13,33,46,20,4,9,12,16,104,0,-2.5,102.3,108.56,203.0
2013-12-05,201312050MEM,LAC,38,80,0.475,11,20,0.55,14,18,0.778,10,30,40,22,6,5,15,24,101,0,-1.0,MEM,29,77,0.377,3,13,0.231,20,26,0.769,11,27,38,16,8,1,16,19,81,1,1.0,112.43,90.16,192.5
2013-12-05,201312050MEM,MEM,29,77,0.377,3,13,0.231,20,26,0.769,11,27,38,16,8,1,16,19,81,1,1.0,LAC,38,80,0.475,11,20,0.55,14,18,0.778,10,30,40,22,6,5,15,24,101,0,-1.0,90.16,112.43,192.5
2013-12-09,201312090PHI,LAC,35,82,0.427,5,27,0.185,19,29,0.655,9,40,49,20,10,4,12,22,94,0,-9.5,PHI,33,92,0.359,3,21,0.143,14,19,0.737,14,36,50,26,7,0,16,26,83,1,9.5,96.52,85.23,208.5
2013-12-09,201312090PHI,PHI,33,92,0.359,3,21,0.143,14,19,0.737,14,36,50,26,7,0,16,26,83,1,9.5,LAC,35,82,0.427,5,27,0.185,19,29,0.655,9,40,49,20,10,4,12,22,94,0,-9.5,85.23,96.52,208.5
2013-12-14,201312140WAS,LAC,39,69,0.565,9,21,0.429,26,31,0.839,5,29,34,27,9,3,10,20,113,0,-5.0,WAS,40,81,0.494,3,14,0.214,14,20,0.7,9,24,33,21,6,3,13,26,97,1,5.0,127.34,109.31,193.5
