date_2,gid,team_slug_1,fg_1,fga_1,fg%_1,3p_1,3pa_1,3p%_1,ft_1,fta_1,ft%_1,orb_1,drb_1,trb_1,ast_1,stl_1,blk_1,tov_1,pf_1,pts_1,home_1,betting_line_1,team_slug_2,fg_2,fga_2,fg%_2,3p_2,3pa_2,3p%_2,ft_2,fta_2,ft%_2,orb_2,drb_2,trb_2,ast_2,stl_2,blk_2,tov_2,pf_2,pts_2,home_2,betting_line_2,off_rating_1,off_rating_2,over_under
2015-04-01,201504010CHO,CHO,38,90,0.422,9,22,0.409,17,24,0.708,13,42,55,21,10,7,9,17,102,1,-5.5,DET,31,88,0.352,5,22,0.227,11,18,0.611,14,37,51,24,6,4,12,20,78,0,5.5,109.63,83.83,196.5
2015-04-01,201504010CHO,DET,31,88,0.352,5,22,0.227,11,18,0.611,14,37,51,24,6,4,12,20,78,0,5.5,CHO,38,90,0.422,9,22,0.409,17,24,0.708,13,42,55,21,10,7,9,17,102,1,-5.5,83.83,109.63,196.5
2015-04-03,201504030IND,CHO,28,80,0.35,4,18,0.222,14,20,0.7,10,32,42,15,10,5,18,13,74,0,4.5,IND,36,83,0.434,8,16,0.5,13,18,0.722,15,40,55,20,13,4,20,20,93,1,-4.5,78.3,98.4,193.5
2015-04-03,201504030IND,IND,36,83,0.434,8,16,0.5,13,18,0.722,15,40,55,20,13,4,20,20,93,1,-4.5,CHO,28,80,0.35,4,18,0.222,14,20,0.7,10,32,42,15,10,5,18,13,74,0,4.5,98.4,78.3,193.5
2015-04-04,201504040CHO,CHO,35,86,0.407,1,13,0.077,21,23,0.913,13,31,44,13,5,5,11,20,92,1,-6.5,PHI,28,76,0.368,11,26,0.423,24,33,0.727,11,29,40,13,4,14,15,24,91,0,6.5,102.19,101.08,189.0
2015-04-04,201504040CHO,PHI,28,76,0.368,11,26,0.423,24,33,0.727,11,29,40,13,4,14,15,24,91,0,6.5,CHO,35,86,0.407,1,13,0.077,21,23,0.913,13,31,44,13,5,5,11,20,92,1,-6.5,101.08,102.19,189.0
2015-04-07,201504070MIA,CHO,39,91,0.429,5,18,0.278,17,21,0.81,15,30,45,12,8,5,9,26,100,0,6.5,MIA,40,81,0.494,3,15,0.2,22,28,0.786,8,34,42,20,4,6,11,17,105,1,-6.5,107.91,113.31,190.5
2015-04-07,201504070MIA,MIA,40,81,0.494,3,15,0.2,22,28,0.786,8,34,42,20,4,6,11,17,105,1,-6.5,CHO,39,91,0.429,5,18,0.278,17,21,0.81,15,30,45,12,8,5,9,26,100,0,6.5,113.31,107.91,190.5
2015-04-08,201504080CHO,CHO,28,81,0.346,10,22,0.455,8,11,0.727,9,26,35,15,4,5,8,15,74,1,3.5,TOR,33,77,0.429,12,27,0.444,14,19,0.737,9,38,47,20,5,9,9,19,92,0,-3.5,90.23,112.17,199.0
2015-04-08,201504080CHO,TOR,33,77,0.429,12,27,0.444,14,19,0.737,9,38,47,20,5,9,9,19,92,0,-3.5,CHO,28,81,0.346,10,22,0.455,8,11,0.727,9,26,35,15,4,5,8,15,74,1,3.5,112.17,90.23,199.0
2015-04-12,201504120DET,CHO,27,79,0.342,4,15,0.267,19,29,0.655,6,27,33,16,8,2,9,13,77,0,8.5,DET,41,81,0.506,16,28,0.571,18,23,0.783,12,44,56,33,6,4,14,23,116,1,-8.5,83.72,126.12,193.0
2015-04-12,201504120DET,DET,41,81,0.506,16,28,0.571,18,23,0.783,12,44,56,33,6,4,14,23,116,1,-8.5,CHO,27,79,0.342,4,15,0.267,19,29,0.655,6,27,33,16,8,2,9,13,77,0,8.5,126.12,83.72,193.0
2015-04-13,201504130CHO,CHO,34,83,0.41,13,32,0.406,9,17,0.529,7,36,43,23,8,5,15,17,90,1,11.5,HOU,35,85,0.412,9,35,0.257,21,26,0.808,10,39,49,19,9,10,10,18,100,0,-11.5,94.44,104.94,201.0
2015-04-13,201504130CHO,HOU,35,85,0.412,9,35,0.257,21,26,0.808,10,39,49,19,9,10,10,18,100,0,-11.5,CHO,34,83,0.41,13,32,0.406,9,17,0.529,7,36,43,23,8,5,15,17,90,1,11.5,104.94,94.44,201.0
2015-04-15,201504150TOR,CHO,30,71,0.423,12,33,0.364,15,16,0.938,8,28,36,15,8,3,12,10,87,0,10.5,TOR,38,77,0.494,12,33,0.364,4,4,1.0,5,27,32,27,8,3,11,16,92,1,-10.5,106.98,113.13,193.0
2015-04-15,201504150TOR,TOR,38,77,0.494,12,33,0.364,4,4,1.0,5,27,32,27,8,3,11,16,92,1,-10.5,CHO,30,71,0.423,12,33,0.364,15,16,0.938,8,28,36,15,8,3,12,10,87,0,10.5,113.13,106.98,193.0
2015-10-28,201510280MIA,CHO,33,84,0.393,6,24,0.25,22,29,0.759,11,32,43,16,4,1,8,16,94,0,6.5,MIA,36,73,0.493,12,20,0.6,20,21,0.952,2,39,41,23,5,7,13,25,104,1,-6.5,102.36,113.25,194.5
2015-10-28,201510280MIA,MIA,36,73,0.493,12,20,0.6,20,21,0.952,2,39,41,23,5,7,13,25,104,1,-6.5,CHO,33,84,0.393,6,24,0.25,22,29,0.759,11,32,43,16,4,1,8,16,94,0,6.5,113.25,102.36,194.5
2015-11-05,201511050DAL,CHO,44,89,0.494,6,27,0.222,14,17,0.824,8,40,48,19,8,6,11,25,108,0,4.0,DAL,32,82,0.39,6,29,0.207,24,27,0.889,8,36,44,17,8,2,13,13,94,1,-4.0,110.81,96.45,201.0
2015-11-05,201511050DAL,DAL,32,82,0.39,6,29,0.207,24,27,0.889,8,36,44,17,8,2,13,13,94,1,-4.0,CHO,44,89,0.494,6,27,0.222,14,17,0.824,8,40,48,19,8,6,11,25,108,0,4.0,96.45,110.81,201.0
2015-11-07,201511070SAS,CHO,34,73,0.466,6,19,0.316,20,31,0.645,6,27,33,15,7,0,15,18,94,0,9.5,SAS,45,81,0.556,9,21,0.429,15,23,0.652,6,36,42,35,11,3,12,26,114,1,-9.5,99.14,120.23,193.5
2015-11-07,201511070SAS,SAS,45,81,0.556,9,21,0.429,15,23,0.652,6,36,42,35,11,3,12,26,114,1,-9.5,CHO,34,73,0.466,6,19,0.316,20,31,0.645,6,27,33,15,7,0,15,18,94,0,9.5,120.23,99.14,193.5
2015-11-10,201511100MIN,CHO,38,78,0.487,8,26,0.308,20,27,0.741,4,30,34,18,8,5,16,20,104,0,-3.5,MIN,36,80,0.45,9,19,0.474,14,19,0.737,10,38,48,25,6,4,22,21,95,1,3.5,104.76,95.69,202.0
2015-11-10,201511100MIN,MIN,36,80,0.45,9,19,0.474,14,19,0.737,10,38,48,25,6,4,22,21,95,1,3.5,CHO,38,78,0.487,8,26,0.308,20,27,0.741,4,30,34,18,8,5,16,20,104,0,-3.5,95.69,104.76,202.0
2015-11-11,201511110CHO,CHO,35,84,0.417,8,23,0.348,17,28,0.607,7,26,33,21,11,5,5,9,95,1,-6.5,NYK,42,86,0.488,4,21,0.19,5,7,0.714,11,41,52,20,5,5,16,24,93,0,6.5,103.62,101.44,200.5
2015-11-11,201511110CHO,NYK,42,86,0.488,4,21,0.19,5,7,0.714,11,41,52,20,5,5,16,24,93,0,6.5,CHO,35,84,0.417,8,23,0.348,17,28,0.607,7,26,33,21,11,5,5,9,95,1,-6.5,101.44,103.62,200.5
2015-11-15,201511150CHO,CHO,41,83,0.494,9,31,0.29,15,19,0.789,7,30,37,29,6,9,11,16,106,1,-4.5,POR,35,89,0.393,5,21,0.238,19,21,0.905,16,30,46,20,5,3,12,25,94,0,4.5,116.23,103.07,206.5
2015-11-15,201511150CHO,POR,35,89,0.393,5,21,0.238,19,21,0.905,16,30,46,20,5,3,12,25,94,0,4.5,CHO,41,83,0.494,9,31,0.29,15,19,0.789,7,30,37,29,6,9,11,16,106,1,-4.5,103.07,116.23,206.5
2015-11-17,201511170NYK,CHO,36,82,0.439,5,20,0.25,17,25,0.68,8,34,42,13,7,7,7,16,94,0,-1.0,NYK,36,89,0.404,10,20,0.5,20,21,0.952,10,35,45,22,4,6,10,20,102,1,1.0,101.98,110.66,196.0
2015-11-17,201511170NYK,NYK,36,89,0.404,10,20,0.5,20,21,0.952,10,35,45,22,4,6,10,20,102,1,1.0,CHO,36,82,0.439,5,20,0.25,17,25,0.68,8,34,42,13,7,7,7,16,94,0,-1.0,110.66,101.98,196.0
2015-11-20,201511200CHO,CHO,40,81,0.494,12,25,0.48,21,22,0.955,5,36,41,25,7,10,11,21,113,1,-11.0,PHI,32,79,0.405,8,26,0.308,16,22,0.727,9,33,42,21,5,6,17,18,88,0,11.0,119.09,92.74,198.0
2015-11-20,201511200CHO,PHI,32,79,0.405,8,26,0.308,16,22,0.727,9,33,42,21,5,6,17,18,88,0,11.0,CHO,40,81,0.494,12,25,0.48,21,22,0.955,5,36,41,25,7,10,11,21,113,1,-11.0,92.74,119.09,198.0
2015-11-23,201511230CHO,CHO,49,98,0.5,9,29,0.31,20,26,0.769,8,40,48,24,10,7,19,19,127,1,-3.5,SAC,52,104,0.5,8,31,0.258,10,16,0.625,8,38,46,34,10,8,20,30,122,0,3.5,106.09,101.92,210.5
2015-11-23,201511230CHO,SAC,52,104,0.5,8,31,0.258,10,16,0.625,8,38,46,34,10,8,20,30,122,0,3.5,CHO,49,98,0.5,9,29,0.31,20,26,0.769,8,40,48,24,10,7,19,19,127,1,-3.5,101.92,106.09,210.5
2015-11-25,201511250CHO,CHO,39,83,0.47,8,26,0.308,15,15,1.0,9,42,51,22,5,6,19,17,101,1,-3.5,WAS,31,87,0.356,10,32,0.313,15,18,0.833,11,30,41,15,13,4,14,20,87,0,3.5,104.72,90.2,210.0
2015-11-25,201511250CHO,WAS,31,87,0.356,10,32,0.313,15,18,0.833,11,30,41,15,13,4,14,20,87,0,3.5,CHO,39,83,0.47,8,26,0.308,15,15,1.0,9,42,51,22,5,6,19,17,101,1,-3.5,90.2,104.72,210.0
2015-11-27,201511270CHO,CHO,33,80,0.413,5,25,0.2,19,25,0.76,7,31,38,20,7,7,11,25,90,1,4.0,CLE,34,81,0.42,8,25,0.32,19,25,0.76,12,38,50,17,3,2,16,22,95,0,-4.0,96.7,102.07,204.0
2015-11-27,201511270CHO,CLE,34,81,0.42,8,25,0.32,19,25,0.76,12,38,50,17,3,2,16,22,95,0,-4.0,CHO,33,80,0.413,5,25,0.2,19,25,0.76,7,31,38,20,7,7,11,25,90,1,4.0,102.07,96.7,204.0
2015-11-29,201511290CHO,CHO,27,70,0.386,15,31,0.484,18,22,0.818,7,36,43,20,6,6,13,16,87,1,-6.5,MIL,33,82,0.402,8,28,0.286,8,14,0.571,13,33,46,25,9,2,14,24,82,0,6.5,101.49,95.66,201.5
2015-11-29,201511290CHO,MIL,33,82,0.402,8,28,0.286,8,14,0.571,13,33,46,25,9,2,14,24,82,0,6.5,CHO,27,70,0.386,15,31,0.484,18,22,0.818,7,36,43,20,6,6,13,16,87,1,-6.5,95.66,101.49,201.5
2015-12-02,201512020CHO,CHO,35,94,0.372,9,31,0.29,20,30,0.667,13,28,41,19,10,7,8,13,99,1,9.0,GSW,46,88,0.523,16,34,0.471,8,11,0.727,11,42,53,31,2,9,18,23,116,0,-9.0,100.61,117.88,208.0
2015-12-02,201512020CHO,GSW,46,88,0.523,16,34,0.471,8,11,0.727,11,42,53,31,2,9,18,23,116,0,-9.0,CHO,35,94,0.372,9,31,0.29,20,30,0.667,13,28,41,19,10,7,8,13,99,1,9.0,117.88,100.61,208.0
2015-12-07,201512070CHO,CHO,36,84,0.429,8,26,0.308,24,35,0.686,14,43,57,21,5,5,14,20,104,1,-2.5,DET,32,87,0.368,10,34,0.294,10,22,0.455,7,34,41,17,11,2,12,20,84,0,2.5,105.81,85.46,197.5
2015-12-07,201512070CHO,DET,32,87,0.368,10,34,0.294,10,22,0.455,7,34,41,17,11,2,12,20,84,0,2.5,CHO,36,84,0.429,8,26,0.308,24,35,0.686,14,43,57,21,5,5,14,20,104,1,-2.5,85.46,105.81,197.5
2015-12-09,201512090CHO,CHO,40,81,0.494,11,27,0.407,8,17,0.471,3,37,40,27,9,5,10,21,99,1,1.0,MIA,29,75,0.387,6,21,0.286,17,24,0.708,7,36,43,17,3,8,17,14,81,0,-1.0,105.21,86.08,192.0
2015-12-09,201512090CHO,MIA,29,75,0.387,6,21,0.286,17,24,0.708,7,36,43,17,3,8,17,14,81,0,-1.0,CHO,40,81,0.494,11,27,0.407,8,17,0.471,3,37,40,27,9,5,10,21,99,1,1.0,86.08,105.21,192.0
2015-12-11,201512110MEM,CHO,39,78,0.5,18,37,0.486,27,30,0.9,7,34,41,23,5,5,13,24,123,0,3.0,MEM,32,80,0.4,7,20,0.35,28,37,0.757,11,29,40,19,8,5,12,24,99,1,-3.0,130.07,104.69,193.0
2015-12-11,201512110MEM,MEM,32,80,0.4,7,20,0.35,28,37,0.757,11,29,40,19,8,5,12,24,99,1,-3.0,CHO,39,78,0.5,18,37,0.486,27,30,0.9,7,34,41,23,5,5,13,24,123,0,3.0,104.69,130.07,193.0
2015-12-16,201512160ORL,CHO,36,79,0.456,14,34,0.412,12,15,0.8,7,26,33,23,12,3,16,19,98,0,-1.0,ORL,43,77,0.558,14,24,0.583,13,15,0.867,4,36,40,28,12,4,17,15,113,1,1.0,103.89,119.79,198.0
2015-12-16,201512160ORL,ORL,43,77,0.558,14,24,0.583,13,15,0.867,4,36,40,28,12,4,17,15,113,1,1.0,CHO,36,79,0.456,14,34,0.412,12,15,0.8,7,26,33,23,12,3,16,19,98,0,-1.0,119.79,103.89,198.0
2015-12-17,201512170CHO,CHO,37,85,0.435,10,29,0.345,25,31,0.806,6,45,51,23,5,9,13,23,109,1,2.5,TOR,35,97,0.361,9,39,0.231,20,28,0.714,9,37,46,18,7,10,8,22,99,0,-2.5,104.62,95.02,193.0
2015-12-17,201512170CHO,TOR,35,97,0.361,9,39,0.231,20,28,0.714,9,37,46,18,7,10,8,22,99,0,-2.5,CHO,37,85,0.435,10,29,0.345,25,31,0.806,6,45,51,23,5,9,13,23,109,1,2.5,95.02,104.62,193.0
2015-12-19,201512190WAS,CHO,39,93,0.419,10,33,0.303,13,16,0.813,18,33,51,23,8,4,17,20,101,0,-1.5,WAS,40,79,0.506,9,20,0.45,20,23,0.87,5,33,38,26,10,4,14,14,109,1,1.5,104.82,113.12,205.5
2015-12-19,201512190WAS,WAS,40,79,0.506,9,20,0.45,20,23,0.87,5,33,38,26,10,4,14,14,109,1,1.5,CHO,39,93,0.419,10,33,0.303,13,16,0.813,18,33,51,23,8,4,17,20,101,0,-1.5,113.12,104.82,205.5
2015-12-21,201512210HOU,CHO,29,83,0.349,12,41,0.293,25,31,0.806,9,26,35,20,8,3,11,27,95,0,3.5,HOU,33,71,0.465,7,28,0.25,29,41,0.707,9,40,49,18,3,4,19,33,102,1,-3.5,99.1,106.4,207.5
2015-12-21,201512210HOU,HOU,33,71,0.465,7,28,0.25,29,41,0.707,9,40,49,18,3,4,19,33,102,1,-3.5,CHO,29,83,0.349,12,41,0.293,25,31,0.806,9,26,35,20,8,3,11,27,95,0,3.5,106.4,99.1,207.5
2015-12-26,201512260CHO,CHO,28,69,0.406,14,32,0.438,28,32,0.875,7,36,43,21,10,13,16,24,98,1,-2.5,MEM,37,90,0.411,7,19,0.368,11,21,0.524,16,32,48,21,9,5,13,24,92,0,2.5,106.59,100.07,192.0
2015-12-26,201512260CHO,MEM,37,90,0.411,7,19,0.368,11,21,0.524,16,32,48,21,9,5,13,24,92,0,2.5,CHO,28,69,0.406,14,32,0.438,28,32,0.875,7,36,43,21,10,13,16,24,98,1,-2.5,100.07,106.59,192.0
2015-12-28,201512280CHO,CHO,43,89,0.483,6,25,0.24,16,22,0.727,7,39,46,28,7,6,10,16,108,1,-12.5,LAL,35,85,0.412,9,29,0.31,19,23,0.826,6,35,41,24,7,4,11,17,98,0,12.5,109.28,99.16,203.0
2015-12-28,201512280CHO,LAL,35,85,0.412,9,29,0.31,19,23,0.826,6,35,41,24,7,4,11,17,98,0,12.5,CHO,43,89,0.483,6,25,0.24,16,22,0.727,7,39,46,28,7,6,10,16,108,1,-12.5,99.16,109.28,203.0
2015-12-30,201512300CHO,CHO,38,88,0.432,9,30,0.3,32,36,0.889,17,25,42,20,8,3,11,26,117,1,2.5,LAC,37,71,0.521,15,30,0.5,33,41,0.805,8,31,39,27,7,7,12,26,122,0,-2.5,126.46,131.87,201.0
2015-12-30,201512300CHO,LAC,37,71,0.521,15,30,0.5,33,41,0.805,8,31,39,27,7,7,12,26,122,0,-2.5,CHO,38,88,0.432,9,30,0.3,32,36,0.889,17,25,42,20,8,3,11,26,117,1,2.5,131.87,126.46,201.0
2016-01-01,201601010TOR,CHO,34,85,0.4,10,32,0.313,16,18,0.889,14,29,43,15,7,7,10,16,94,0,6.0,TOR,36,91,0.396,15,33,0.455,17,18,0.944,20,34,54,21,6,4,13,19,104,1,-6.0,108.38,119.91,196.5
2016-01-01,201601010TOR,TOR,36,91,0.396,15,33,0.455,17,18,0.944,20,34,54,21,6,4,13,19,104,1,-6.0,CHO,34,85,0.4,10,32,0.313,16,18,0.889,14,29,43,15,7,7,10,16,94,0,6.0,119.91,108.38,196.5
2016-01-02,201601020CHO,CHO,29,84,0.345,6,22,0.273,26,34,0.765,7,27,34,18,7,7,4,27,90,1,9.0,OKC,35,79,0.443,9,23,0.391,30,37,0.811,10,43,53,20,2,15,12,27,109,0,-9.0,96.55,116.93,210.0
2016-01-02,201601020CHO,OKC,35,79,0.443,9,23,0.391,30,37,0.811,10,43,53,20,2,15,12,27,109,0,-9.0,CHO,29,84,0.345,6,22,0.273,26,34,0.765,7,27,34,18,7,7,4,27,90,1,9.0,116.93,96.55,210.0
2016-01-04,201601040GSW,CHO,38,86,0.442,7,21,0.333,18,19,0.947,8,33,41,15,7,1,11,12,101,0,12.0,GSW,45,87,0.517,15,34,0.441,6,6,1.0,3,34,37,32,4,9,11,19,111,1,-12.0,105.5,115.94,212.0
2016-01-04,201601040GSW,GSW,45,87,0.517,15,34,0.441,6,6,1.0,3,34,37,32,4,9,11,19,111,1,-12.0,CHO,38,86,0.442,7,21,0.333,18,19,0.947,8,33,41,15,7,1,11,12,101,0,12.0,115.94,105.5,212.0
2016-01-06,201601060PHO,CHO,38,87,0.437,11,28,0.393,15,22,0.682,9,35,44,20,9,5,13,15,102,0,-2.0,PHO,41,84,0.488,19,33,0.576,10,13,0.769,2,37,39,25,11,2,12,21,111,1,2.0,103.42,112.54,203.5
2016-01-06,201601060PHO,PHO,41,84,0.488,19,33,0.576,10,13,0.769,2,37,39,25,11,2,12,21,111,1,2.0,CHO,38,87,0.437,11,28,0.393,15,22,0.682,9,35,44,20,9,5,13,15,102,0,-2.0,112.54,103.42,203.5
2016-01-09,201601090LAC,CHO,31,84,0.369,7,23,0.304,14,19,0.737,11,36,47,14,4,3,15,16,83,0,8.5,LAC,40,91,0.44,8,31,0.258,9,10,0.9,13,34,47,19,6,9,9,19,97,1,-8.5,91.08,106.44,203.0
2016-01-09,201601090LAC,LAC,40,91,0.44,8,31,0.258,9,10,0.9,13,34,47,19,6,9,9,19,97,1,-8.5,CHO,31,84,0.369,7,23,0.304,14,19,0.737,11,36,47,14,4,3,15,16,83,0,8.5,106.44,91.08,203.0
2016-01-10,201601100DEN,CHO,30,83,0.361,12,36,0.333,20,24,0.833,9,31,40,24,6,4,12,18,92,0,-1.5,DEN,32,77,0.416,12,27,0.444,19,23,0.826,8,36,44,25,7,7,13,20,95,1,1.5,100.78,104.06,198.5
2016-01-10,201601100DEN,DEN,32,77,0.416,12,27,0.444,19,23,0.826,8,36,44,25,7,7,13,20,95,1,1.5,CHO,30,83,0.361,12,36,0.333,20,24,0.833,9,31,40,24,6,4,12,18,92,0,-1.5,104.06,100.78,198.5
2016-01-15,201601150NOP,CHO,42,86,0.488,14,35,0.4,9,12,0.75,3,35,38,21,1,1,11,17,107,0,3.5,NOP,43,87,0.494,12,27,0.444,11,13,0.846,8,30,38,29,7,7,8,15,109,1,-3.5,113.25,115.37,201.5
2016-01-15,201601150NOP,NOP,43,87,0.494,12,27,0.444,11,13,0.846,8,30,38,29,7,7,8,15,109,1,-3.5,CHO,42,86,0.488,14,35,0.4,9,12,0.75,3,35,38,21,1,1,11,17,107,0,3.5,115.37,113.25,201.5
2016-01-16,201601160CHO,CHO,33,87,0.379,9,36,0.25,17,22,0.773,13,22,35,27,8,2,5,20,92,1,-5.5,MIL,39,72,0.542,5,12,0.417,22,26,0.846,6,40,46,23,3,11,15,15,105,0,5.5,104.27,119.01,197.0
2016-01-16,201601160CHO,MIL,39,72,0.542,5,12,0.417,22,26,0.846,6,40,46,23,3,11,15,15,105,0,5.5,CHO,33,87,0.379,9,36,0.25,17,22,0.773,13,22,35,27,8,2,5,20,92,1,-5.5,119.01,104.27,197.0
2016-01-18,201601180CHO,CHO,41,88,0.466,14,27,0.519,28,32,0.875,7,43,50,20,6,4,16,18,124,1,-3.5,UTA,44,104,0.423,15,45,0.333,16,20,0.8,15,34,49,27,6,7,10,28,119,0,3.5,116.1,111.42,186.0
2016-01-18,201601180CHO,UTA,44,104,0.423,15,45,0.333,16,20,0.8,15,34,49,27,6,7,10,28,119,0,3.5,CHO,41,88,0.466,14,27,0.519,28,32,0.875,7,43,50,20,6,4,16,18,124,1,-3.5,111.42,116.1,186.0
2016-01-20,201601200OKC,CHO,34,81,0.42,9,27,0.333,18,21,0.857,6,28,34,17,8,2,16,21,95,0,9.5,OKC,39,83,0.47,9,24,0.375,22,30,0.733,14,37,51,28,9,3,20,16,109,1,-9.5,96.11,110.27,206.0
2016-01-20,201601200OKC,OKC,39,83,0.47,9,24,0.375,22,30,0.733,14,37,51,28,9,3,20,16,109,1,-9.5,CHO,34,81,0.42,9,27,0.333,18,21,0.857,6,28,34,17,8,2,16,21,95,0,9.5,110.27,96.11,206.0
2016-01-22,201601220ORL,CHO,45,101,0.446,10,27,0.37,20,22,0.909,14,34,48,23,10,4,9,19,120,0,5.0,ORL,45,91,0.495,11,23,0.478,15,19,0.789,7,41,48,31,6,9,19,25,116,1,-5.0,112.81,109.05,196.0
2016-01-22,201601220ORL,ORL,45,91,0.495,11,23,0.478,15,19,0.789,7,41,48,31,6,9,19,25,116,1,-5.0,CHO,45,101,0.446,10,27,0.37,20,22,0.909,14,34,48,23,10,4,9,19,120,0,5.0,109.05,112.81,196.0
2016-01-23,201601230CHO,CHO,28,82,0.341,9,31,0.29,32,37,0.865,11,38,49,17,5,3,11,20,97,1,1.5,NYK,29,77,0.377,7,24,0.292,19,32,0.594,8,43,51,23,4,8,14,26,84,0,-1.5,101.63,88.01,200.0
2016-01-23,201601230CHO,NYK,29,77,0.377,7,24,0.292,19,32,0.594,8,43,51,23,4,8,14,26,84,0,-1.5,CHO,28,82,0.341,9,31,0.29,32,37,0.865,11,38,49,17,5,3,11,20,97,1,1.5,88.01,101.63,200.0
2016-01-25,201601250SAC,CHO,44,110,0.4,20,44,0.455,21,26,0.808,16,30,46,27,11,2,9,31,129,0,8.0,SAC,48,91,0.527,7,23,0.304,25,32,0.781,9,47,56,36,4,8,22,31,128,1,-8.0,113.83,112.95,214.0
2016-01-25,201601250SAC,SAC,48,91,0.527,7,23,0.304,25,32,0.781,9,47,56,36,4,8,22,31,128,1,-8.0,CHO,44,110,0.4,20,44,0.455,21,26,0.808,16,30,46,27,11,2,9,31,129,0,8.0,112.95,113.83,214.0
2016-01-27,201601270UTA,CHO,25,68,0.368,6,25,0.24,17,21,0.81,5,30,35,10,6,0,18,15,73,0,6.5,UTA,40,81,0.494,12,31,0.387,10,15,0.667,7,38,45,23,10,6,10,18,102,1,-6.5,82.14,114.77,192.5
2016-01-27,201601270UTA,UTA,40,81,0.494,12,31,0.387,10,15,0.667,7,38,45,23,10,6,10,18,102,1,-6.5,CHO,25,68,0.368,6,25,0.24,17,21,0.81,5,30,35,10,6,0,18,15,73,0,6.5,114.77,82.14,192.5
2016-01-29,201601290POR,CHO,31,80,0.388,10,29,0.345,19,28,0.679,14,33,47,17,9,4,16,12,91,0,6.0,POR,45,92,0.489,7,20,0.35,12,16,0.75,13,38,51,24,10,4,11,21,109,1,-6.0,96.67,115.79,207.0
2016-01-29,201601290POR,POR,45,92,0.489,7,20,0.35,12,16,0.75,13,38,51,24,10,4,11,21,109,1,-6.0,CHO,31,80,0.388,10,29,0.345,19,28,0.679,14,33,47,17,9,4,16,12,91,0,6.0,115.79,96.67,207.0
2016-01-31,201601310LAL,CHO,36,96,0.375,13,36,0.361,16,26,0.615,14,45,59,28,8,8,10,16,101,0,-4.0,LAL,27,80,0.338,8,29,0.276,20,23,0.87,4,38,42,13,6,8,15,20,82,1,4.0,101.67,82.54,201.0
2016-01-31,201601310LAL,LAL,27,80,0.338,8,29,0.276,20,23,0.87,4,38,42,13,6,8,15,20,82,1,4.0,CHO,36,96,0.375,13,36,0.361,16,26,0.615,14,45,59,28,8,8,10,16,101,0,-4.0,82.54,101.67,201.0
2016-02-03,201602030CHO,CHO,39,79,0.494,9,27,0.333,19,23,0.826,11,38,49,26,4,3,14,14,106,1,8.0,CLE,38,83,0.458,10,28,0.357,11,14,0.786,3,25,28,16,9,5,7,19,97,0,-8.0,117.0,107.06,202.0
2016-02-03,201602030CHO,CLE,38,83,0.458,10,28,0.357,11,14,0.786,3,25,28,16,9,5,7,19,97,0,-8.0,CHO,39,79,0.494,9,27,0.333,19,23,0.826,11,38,49,26,4,3,14,14,106,1,8.0,107.06,117.0,202.0
2016-02-05,201602050CHO,CHO,36,81,0.444,10,26,0.385,13,15,0.867,3,38,41,23,5,10,12,16,95,1,-4.0,MIA,43,94,0.457,0,9,0.0,12,18,0.667,8,40,48,20,7,12,8,16,98,0,4.0,97.26,100.33,194.5
2016-02-05,201602050CHO,MIA,43,94,0.457,0,9,0.0,12,18,0.667,8,40,48,20,7,12,8,16,98,0,4.0,CHO,36,81,0.444,10,26,0.385,13,15,0.867,3,38,41,23,5,10,12,16,95,1,-4.0,100.33,97.26,194.5
2016-02-06,201602060CHO,CHO,38,81,0.469,12,27,0.444,20,25,0.8,7,36,43,23,7,5,15,21,108,1,-5.0,WAS,38,86,0.442,9,25,0.36,19,24,0.792,8,36,44,22,9,5,11,21,104,0,5.0,110.33,106.25,210.5
2016-02-06,201602060CHO,WAS,38,86,0.442,9,25,0.36,19,24,0.792,8,36,44,22,9,5,11,21,104,0,5.0,CHO,38,81,0.469,12,27,0.444,20,25,0.8,7,36,43,23,7,5,15,21,108,1,-5.0,106.25,110.33,210.5
2016-02-10,201602100IND,CHO,45,87,0.517,12,28,0.429,15,19,0.789,10,35,45,24,6,8,13,13,117,0,3.5,IND,40,92,0.435,4,18,0.222,11,15,0.733,12,27,39,19,7,4,11,14,95,1,-3.5,123.0,99.87,201.5
2016-02-10,201602100IND,IND,40,92,0.435,4,18,0.222,11,15,0.733,12,27,39,19,7,4,11,14,95,1,-3.5,CHO,45,87,0.517,12,28,0.429,15,19,0.789,10,35,45,24,6,8,13,13,117,0,3.5,99.87,123.0,201.5
2016-02-19,201602190MIL,CHO,37,86,0.43,9,31,0.29,15,18,0.833,8,29,37,13,13,6,17,16,98,0,-1.5,MIL,36,81,0.444,7,19,0.368,16,21,0.762,12,35,47,22,7,11,22,17,95,1,1.5,99.11,96.08,202.0
2016-02-19,201602190MIL,MIL,36,81,0.444,7,19,0.368,16,21,0.762,12,35,47,22,7,11,22,17,95,1,1.5,CHO,37,86,0.43,9,31,0.29,15,18,0.833,8,29,37,13,13,6,17,16,98,0,-1.5,96.08,99.11,202.0
2016-02-24,201602240CLE,CHO,37,76,0.487,10,29,0.345,19,27,0.704,8,35,43,23,7,2,14,20,103,0,8.5,CLE,45,91,0.495,13,32,0.406,11,17,0.647,12,35,47,26,11,1,9,20,114,1,-8.5,110.0,121.75,208.0
