new_index,gid,team_slug_home,away_home_home,fg_home,fga_home,fg%_home,3p_home,3pa_home,3p%_home,ft_home,fta_home,ft%_home,orb_home,drb_home,trb_home,ast_home,stl_home,blk_home,tov_home,pf_home,pts_home,betting_line_home,betting_line_terms,team_slug_away,away_home_away,fg_away,fga_away,fg%_away,3p_away,3pa_away,3p%_away,ft_away,fta_away,ft%_away,orb_away,drb_away,trb_away,ast_away,stl_away,blk_away,tov_away,pf_away,pts_away,date,betting_line_away,over_under_terms,over_under
31,201403210ATL,ATL,home,38,85,0.447,8,28,0.286,21,27,0.778,8,26,34,22,7,3,16,29,105,-4.5,-108.0,NOP,away,36,70,0.514,4,13,0.308,35,43,0.814,7,33,40,20,10,6,15,28,111,2014-03-21,4.5,-110.0,204.0
32,201403240ATL,ATL,home,30,72,0.417,8,23,0.348,27,33,0.818,7,25,32,18,8,3,17,19,95,2.5,-109.0,PHO,away,38,74,0.514,12,24,0.5,14,16,0.875,7,32,39,21,10,1,18,25,102,2014-03-24,-2.5,-109.0,214.0
33,201403270ATL,ATL,home,34,84,0.405,4,22,0.182,13,17,0.765,10,29,39,17,6,1,10,19,85,5.0,-108.0,POR,away,37,80,0.463,10,26,0.385,16,21,0.762,13,34,47,24,4,5,13,20,100,2014-03-27,-5.0,-108.0,206.5
34,201403310ATL,ATL,home,36,84,0.429,7,31,0.226,24,30,0.8,13,36,49,25,10,0,16,17,103,-12.0,-110.0,PHI,away,36,77,0.468,11,30,0.367,12,20,0.6,6,34,40,25,11,6,20,27,95,2014-03-31,12.0,-107.0,210.0
35,201404020ATL,ATL,home,32,72,0.444,8,24,0.333,20,26,0.769,9,29,38,24,7,3,16,17,92,2.0,-110.0,CHI,away,40,78,0.513,12,25,0.48,13,15,0.867,7,29,36,27,13,3,13,19,105,2014-04-02,-2.0,-110.0,183.5
36,201404040ATL,ATL,home,48,82,0.585,13,29,0.448,8,10,0.8,2,36,38,35,1,3,16,17,117,-1.5,-105.0,CLE,away,36,91,0.396,5,21,0.238,21,25,0.84,10,24,34,16,13,3,6,18,98,2014-04-04,1.5,-109.0,202.0
37,201404080ATL,ATL,home,34,89,0.382,9,35,0.257,18,24,0.75,17,31,48,26,9,5,16,23,95,-7.5,100.0,DET,away,37,86,0.43,6,17,0.353,22,32,0.688,16,37,53,14,13,4,15,20,102,2014-04-08,7.5,-108.0,209.5
38,201404090ATL,ATL,home,40,76,0.526,9,23,0.391,16,22,0.727,8,35,43,30,7,5,14,14,105,-7.0,-105.0,BOS,away,37,84,0.44,12,26,0.462,11,14,0.786,11,28,39,25,7,3,14,22,97,2014-04-09,7.0,-106.0,204.0
39,201404120ATL,ATL,home,36,78,0.462,10,22,0.455,16,19,0.842,5,33,38,24,13,2,12,22,98,6.0,-104.0,MIA,away,35,73,0.479,6,25,0.24,9,19,0.474,6,38,44,18,5,5,20,20,85,2014-04-12,-6.0,-104.0,195.5
40,201404140ATL,ATL,home,34,79,0.43,8,30,0.267,17,23,0.739,5,34,39,27,6,3,6,21,93,5.0,-108.0,CHA,away,35,80,0.438,6,25,0.24,19,31,0.613,12,36,48,27,3,2,9,20,95,2014-04-14,-5.0,-108.0,195.0
41,201311010BOS,BOS,home,34,76,0.447,4,16,0.25,26,38,0.684,18,34,52,13,5,7,17,29,98,-2.5,-105.0,MIL,away,35,84,0.417,6,15,0.4,29,34,0.853,17,24,41,18,10,7,7,24,105,2013-11-01,2.5,-107.0,185.5
42,201311060BOS,BOS,home,40,89,0.449,7,20,0.35,10,14,0.714,10,32,42,22,5,4,14,18,97,-4.5,-107.0,UTA,away,37,80,0.463,1,10,0.1,12,18,0.667,11,31,42,14,8,4,20,22,87,2013-11-06,4.5,-109.0,185.0
43,201311110BOS,BOS,home,51,85,0.6,5,12,0.417,13,15,0.867,8,28,36,28,11,7,13,19,120,-1.5,-105.0,ORL,away,39,85,0.459,7,18,0.389,20,23,0.87,14,23,37,27,7,4,18,18,105,2013-11-11,1.5,-108.0,192.0
44,201311130BOS,BOS,home,29,77,0.377,7,21,0.333,18,25,0.72,10,35,45,15,5,2,15,26,83,-5.5,-108.0,CHA,away,30,82,0.366,3,12,0.25,26,30,0.867,12,38,50,16,8,5,11,20,89,2013-11-13,5.5,-105.0,192.5
45,201311150BOS,BOS,home,37,81,0.457,7,18,0.389,15,19,0.789,4,30,34,17,8,4,15,21,96,1.5,-105.0,POR,away,40,82,0.488,9,26,0.346,20,22,0.909,8,39,47,21,9,2,18,20,109,2013-11-15,-1.5,-105.0,194.0
46,201311220BOS,BOS,home,35,69,0.507,5,11,0.455,7,9,0.778,5,26,31,11,8,1,21,16,82,7.5,-103.0,IND,away,38,81,0.469,6,17,0.353,15,18,0.833,15,26,41,19,13,3,15,13,97,2013-11-22,-7.5,-103.0,186.0
47,201311270BOS,BOS,home,38,89,0.427,7,20,0.35,10,13,0.769,17,29,46,14,1,7,15,20,93,2.0,-104.0,MEM,away,36,80,0.45,3,9,0.333,25,31,0.806,9,32,41,24,7,6,8,18,100,2013-11-27,-2.0,-104.0,182.0
48,201311290BOS,BOS,home,38,76,0.5,11,23,0.478,16,26,0.615,8,39,47,26,8,7,17,22,103,-3.5,-110.0,CLE,away,32,86,0.372,4,18,0.222,18,27,0.667,13,30,43,13,6,2,17,21,86,2013-11-29,3.5,-109.0,189.5
49,201312030BOS,BOS,home,38,77,0.494,11,24,0.458,21,27,0.778,11,29,40,20,7,4,12,23,108,-7.0,-109.0,MIL,away,37,78,0.474,8,18,0.444,18,21,0.857,8,25,33,21,4,6,12,17,100,2013-12-03,7.0,-107.0,185.5
50,201312060BOS,BOS,home,43,83,0.518,6,20,0.3,14,18,0.778,10,27,37,25,5,6,9,18,106,4.0,-105.0,DEN,away,34,77,0.442,6,17,0.353,24,29,0.828,15,27,42,11,4,4,14,19,98,2013-12-06,-4.0,-105.0,200.5
51,201312110BOS,BOS,home,33,80,0.413,6,17,0.353,16,19,0.842,8,32,40,20,5,5,16,23,88,5.0,-108.0,LAC,away,34,76,0.447,6,17,0.353,22,34,0.647,8,29,37,20,9,6,13,17,96,2013-12-11,-5.0,-108.0,195.0
52,201312130BOS,BOS,home,33,68,0.485,7,21,0.333,17,25,0.68,6,36,42,17,1,5,15,19,90,-3.0,-108.0,NYK,away,32,80,0.4,5,21,0.238,17,19,0.895,9,29,38,20,7,1,6,19,86,2013-12-13,3.0,-107.0,189.5
53,201312160BOS,BOS,home,38,86,0.442,7,21,0.333,18,23,0.783,14,36,50,19,3,3,12,25,101,1.0,-105.0,MIN,away,37,98,0.378,8,29,0.276,15,26,0.577,19,32,51,22,6,0,7,20,97,2013-12-16,-1.0,-105.0,200.0
54,201312180BOS,BOS,home,40,81,0.494,6,18,0.333,20,22,0.909,8,33,41,22,8,1,18,20,106,1.0,-101.0,DET,away,41,88,0.466,10,27,0.37,15,20,0.75,13,23,36,22,14,4,16,18,107,2013-12-18,-1.0,-101.0,195.0
55,201312210BOS,BOS,home,42,87,0.483,4,20,0.2,11,18,0.611,11,29,40,25,5,2,12,14,99,-1.5,-110.0,WAS,away,41,87,0.471,8,21,0.381,16,22,0.727,12,35,47,24,10,7,11,19,106,2013-12-21,1.5,-107.0,191.5
56,201312280BOS,BOS,home,38,83,0.458,9,25,0.36,18,25,0.72,13,30,43,22,9,5,15,18,103,-4.5,-104.0,CLE,away,37,79,0.468,9,18,0.5,17,24,0.708,10,30,40,17,5,4,15,21,100,2013-12-28,4.5,-113.0,196.0
57,201312310BOS,BOS,home,35,84,0.417,5,20,0.25,16,17,0.941,8,39,47,28,6,7,15,22,91,-3.0,-102.0,ATL,away,33,91,0.363,5,29,0.172,21,25,0.84,15,36,51,21,7,4,14,15,92,2013-12-31,3.0,-113.0,204.5
58,201401030BOS,BOS,home,31,89,0.348,7,29,0.241,23,28,0.821,22,27,49,22,5,5,9,21,92,3.5,-105.0,NOP,away,38,77,0.494,2,6,0.333,17,22,0.773,12,33,45,23,3,4,15,19,95,2014-01-03,-3.5,-105.0,201.0
